symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry
UMH,"UMH Properties, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,1298063104.1,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
UNB,"Union Bankshares, Inc",Financials,STATE COMMERCIAL BANKS,103837705.18,6022.0,STATE COMMERCIAL BANKS,Banks
UNCY,"Unicycive Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,135395794.79999998,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
UNF,Unifirst Corp,Industrials,SERVICES-PERSONAL SERVICES,3107359564.05,7200.0,SERVICES-PERSONAL SERVICES,Other
UNFI,United Natural Foods Inc,Industrials,"WHOLESALE-GROCERIES, GENERAL LINE",2292858666.84,5141.0,"WHOLESALE-GROCERIES, GENERAL LINE",Other
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),Health Care,HOSPITAL & MEDICAL SERVICE PLANS,298664051400.19995,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,Health Care Providers & Services
UNIT,Uniti Group Inc. Common Stock,Communication Services,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),1508319210.75,4813.0,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),Other
UNM,Unum Group,Health Care,ACCIDENT & HEALTH INSURANCE,12780762326.22,6321.0,ACCIDENT & HEALTH INSURANCE,Other
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Health Care,ACCIDENT & HEALTH INSURANCE,,6321.0,ACCIDENT & HEALTH INSURANCE,Other
UNP,Union Pacific Corp.,Industrials,"RAILROADS, LINE-HAUL OPERATING",136818490656.74,4011.0,"RAILROADS, LINE-HAUL OPERATING",Other
UNTY,Unity Bancorp,Financials,STATE COMMERCIAL BANKS,505084427.6400001,6022.0,STATE COMMERCIAL BANKS,Banks
UOKA,MDJM LTD Class A Ordinary Shares,Industrials,,2960260.22,,,Other
UONE,"Urban One, Inc. Class A Common Stock",Communication Services,RADIO BROADCASTING STATIONS,53945384.4,4832.0,RADIO BROADCASTING STATIONS,Other
UONEK,"Urban One, Inc. Class D Common Stock",Communication Services,RADIO BROADCASTING STATIONS,36921120.1731,4832.0,RADIO BROADCASTING STATIONS,Other
UP,Wheels Up Experience Inc.,Industrials,"AIR TRANSPORTATION, NONSCHEDULED",564736398.885,4522.0,"AIR TRANSPORTATION, NONSCHEDULED",Other
UPB,"Upstream Bio, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,1513080548.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
UPBD,"Upbound Group, Inc. Common Stock",Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1057358648.06,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,Industrials,,2101250.74,,,Other
UPLD,"Upland Software, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,52293339.88,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
UPS,"United Parcel Service, Inc. Class B",Industrials,TRUCKING & COURIER SERVICES (NO AIR),81165050256.33,4210.0,TRUCKING & COURIER SERVICES (NO AIR),Other
UPST,"Upstart Holdings, Inc. Common stock",Financials,FINANCE SERVICES,4091869517.04,6199.0,FINANCE SERVICES,Other
UPWK,Upwork Inc. Common Stock,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,2558222609.14,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
UPXI,"Upexi, Inc. Common Stock",Financials,FINANCE SERVICES,166573733.01999998,6199.0,FINANCE SERVICES,Other
URBN,Urban Outfitters Inc,Consumer Discretionary,RETAIL-FAMILY CLOTHING STORES,6958098397.6,5651.0,RETAIL-FAMILY CLOTHING STORES,Other
URG,Ur-Energy Inc.,Materials,GOLD AND SILVER ORES,477791305.02,1040.0,GOLD AND SILVER ORES,Other
URGN,UroGen Pharma Ltd. Ordinary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,1377117602.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
URI,"United Rentals, Inc.",Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",51856660900.59,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other
UROY,Uranium Royalty Corp. Common Stock,Industrials,,485106371.97,,,Other
USA,Liberty All-Star Equity Fund,Industrials,,1801070581.96,,,Other
USAC,USA COMPRESSION PARTNERS LP,Energy,NATURAL GAS TRANSMISSION,3087993305.07,4922.0,NATURAL GAS TRANSMISSION,Other
USAS,Americas Gold and Silver Corporation,Industrials,,1165662108.78,,,Other
USB,U.S. Bancorp,Financials,NATIONAL COMMERCIAL BANKS,76089547579.65001,6021.0,NATIONAL COMMERCIAL BANKS,Banks
USBC,"USBC, Inc.",Industrials,"MEASURING & CONTROLLING DEVICES, NEC",317523909.3572,3829.0,"MEASURING & CONTROLLING DEVICES, NEC",Other
USCB,"USCB Financial Holdings, Inc. Class A Common Stock",Financials,STATE COMMERCIAL BANKS,323813683.79999995,6022.0,STATE COMMERCIAL BANKS,Banks
USEA,United Maritime Corporation Common Stock,Industrials,,15297166.08,,,Other
USEG,U.S. Energy Corp. Common Stock (DE),Energy,CRUDE PETROLEUM & NATURAL GAS,34405143.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
USFD,US Foods Holding Corp.,Industrials,WHOLESALE-GROCERIES & RELATED PRODUCTS,17543259710.28,5140.0,WHOLESALE-GROCERIES & RELATED PRODUCTS,Other
USGO,U.S. GoldMining Inc. Common stock,Materials,GOLD AND SILVER ORES,128617259.55,1040.0,GOLD AND SILVER ORES,Other
USIO,"Usio, Inc. Common Stock",Financials,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",39459827.355,6099.0,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",Banks
USLM,United States Lime & Minerals,Materials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),3468804006.88,1400.0,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Other
USNA,USANA Health Sciences Inc,Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,366165565.71,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other
USPH,US Physical Therapy Inc,Health Care,SERVICES-HEALTH SERVICES,1124192558.86,8000.0,SERVICES-HEALTH SERVICES,Health Care Providers & Services
UTF,"Cohen & Steers  Infrastructure Fund, Inc.",Industrials,,2391141559.52,,,Other
UTG,Reaves Utility Income Fund,Industrials,,3386298727.3500004,,,Other
UTI,"Universal Technical Institute, Inc.",Industrials,SERVICES-EDUCATIONAL SERVICES,1258418571.28,8200.0,SERVICES-EDUCATIONAL SERVICES,Other
UTL,Unitil Corporation,Utilities,ELECTRIC & OTHER SERVICES COMBINED,901472383.76,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other
UTMD,Utah Medical Products Inc,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,178348420.24,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
UTSI,UTStarcom Holdings Corp Ordinary Shares (Cayman Islands),Information Technology,"COMMUNICATIONS EQUIPMENT, NEC",23580934.950000003,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",Other
UTZ,"Utz Brands, Inc.",Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,845344416.84,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other
UVE,"UNIVERSAL INSURANCE HLDG, INC.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",935430181.35,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
UVSP,Univest Financial Corporation Common Stock,Financials,STATE COMMERCIAL BANKS,910083787.48,6022.0,STATE COMMERCIAL BANKS,Banks
UVV,Universal Corporation,Industrials,WHOLESALE-FARM PRODUCT RAW MATERIALS,1311101964.55,5150.0,WHOLESALE-FARM PRODUCT RAW MATERIALS,Other
UWMC,UWM Holdings Corporation,Financials,MORTGAGE BANKERS & LOAN CORRESPONDENTS,1470213944.6999998,6162.0,MORTGAGE BANKERS & LOAN CORRESPONDENTS,Banks
UXIN,Uxin Limited ADS,Industrials,,581397079.14,,,Other
UYSC,UY Scuti Acquisition Corp. Ordinary Shares,Industrials,BLANK CHECKS,78191733.08000001,6770.0,BLANK CHECKS,Banks
UZD,"Array Digital Infrastructure, Inc. 6.250% Senior Notes due 2069",Communication Services,RADIOTELEPHONE COMMUNICATIONS,,4812.0,RADIOTELEPHONE COMMUNICATIONS,Other
UZE,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",Communication Services,RADIOTELEPHONE COMMUNICATIONS,,4812.0,RADIOTELEPHONE COMMUNICATIONS,Other
UZF,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",Communication Services,RADIOTELEPHONE COMMUNICATIONS,,4812.0,RADIOTELEPHONE COMMUNICATIONS,Other
V,VISA Inc.,Industrials,"SERVICES-BUSINESS SERVICES, NEC",644180373703.98,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
VABK,Virginia National Bankshares Corporation Common Stock,Financials,NATIONAL COMMERCIAL BANKS,218529992.28000003,6021.0,NATIONAL COMMERCIAL BANKS,Banks
VAC,MARRIOTT VACATIONS WORLDWIDE CORPORATION,Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),1899269686.17,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other
VACH,Voyager Acquisition Corp Class A Ordinary Shares,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",332378750.0,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
VACI,Viking Acquisition Corp. I,Industrials,,310447269.97,,,Other
VAL,Valaris Limited,Energy,DRILLING OIL & GAS WELLS,3892152931.32,1381.0,DRILLING OIL & GAS WELLS,Other
VALE,VALE S.A.,Industrials,,53402439714.03,,,Other
VALN,Valneva SE American Depositary Shares,Industrials,,819647960.5799999,,,Other
VANI,"Vivani Medical, Inc. Common Stock (DE)",Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,99215039.6,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other
VATE,INNOVATE Corp.,Materials,FABRICATED STRUCTURAL METAL PRODUCTS,68958063.1,3440.0,FABRICATED STRUCTURAL METAL PRODUCTS,Other
VBF,INVESCO  BOND FUND,Industrials,,178802642.85,,,Other
VBIX,Viewbix Inc. Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,16539107.6,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
VBNK,VersaBank Common Shares,Industrials,,386333404.44,,,Other
VC,VISTEON CORPORATION,Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,2813178558.2,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
VCEL,Vericel Corporation,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2041673429.62,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,314160007.14000005,6770.0,BLANK CHECKS,Banks
VCIG,VCI Global Limited Ordinary Share,Industrials,,6936213.88,,,Other
VCV,INVESCO  CALIFORNIA VALUE MUNI INCOME TRUST,Industrials,,517180634.22,,,Other
VCYT,"Veracyte, Inc.",Health Care,SERVICES-MEDICAL LABORATORIES,3771436043.83,8071.0,SERVICES-MEDICAL LABORATORIES,Other
VECO,Veeco Instruments Inc,Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",1758550167.3,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other
VEEA,Veea Inc. Common Stock,Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,23926641.021,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other
VEEE,Twin Vee PowerCats Co. Common Stock,Industrials,SHIP & BOAT BUILDING & REPAIRING,3982392.22,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other
VEEV,Veeva Systems Inc.,Information Technology,SERVICES-PREPACKAGED SOFTWARE,39561781042.85,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
VEL,"Velocity Financial, Inc.",Financials,FINANCE SERVICES,755438582.6,6199.0,FINANCE SERVICES,Other
VELO,"Velo3D, Inc. Common stock",Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",112507485.36,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other
VEON,VEON Ltd. ADS,Industrials,,3671256088.84,,,Other
VERA,"Vera Therapeutics, Inc. Class A Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,2130722439.78,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VERI,"Veritone, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,394765898.9,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
VERO,Venus Concept Inc. Common Stock,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3569516.16,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
VERX,"Vertex, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,3115581136.92,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
VET,VERMILION ENERGY INC.,Industrials,,1328738440.0,,,Other
VFC,V.F. Corporation,Industrials,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",6747816570.66,2320.0,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",Other
VFF,"Village Farms International, Inc. Common Shares",Industrials,,462071064.0,100.0,,Other
VFL,abrdn National Municipal Income Fund,Industrials,,123393930.15,,,Other
VFS,VinFast Auto Ltd. Ordinary Shares,Industrials,,7556625943.48,,,Other
VG,"Venture Global, Inc.",Energy,NATURAL GAS DISTRIBUTION,17455028549.48,4924.0,NATURAL GAS DISTRIBUTION,Other
VGAS,"Verde Clean Fuels, Inc. Class A Common Stock",Materials,INDUSTRIAL ORGANIC CHEMICALS,56447029.76,2860.0,INDUSTRIAL ORGANIC CHEMICALS,Other
VGI,VIRTUS GLOBAL MULTI-SECTOR INCOME FUND,Industrials,,88355264.14,,,Other
VGM,Invesco  Trust Investment Grade Municipals,Industrials,,549369835.84,,,Other
VGZ,Vista Gold Corp.,Materials,GOLD AND SILVER ORES,236011031.96,1040.0,GOLD AND SILVER ORES,Other
VHC,VirnetX Holding Corp Common Stock,Industrials,PATENT OWNERS & LESSORS,101710481.684,6794.0,PATENT OWNERS & LESSORS,Other
VHI,"Valhi, Inc.",Materials,INDUSTRIAL INORGANIC CHEMICALS,358307029.38,2810.0,INDUSTRIAL INORGANIC CHEMICALS,Other
VIA,"Via Transportation, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,2776365309.6,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
VIASP,"Via Renewables, Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",Utilities,ELECTRIC & OTHER SERVICES COMBINED,,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other
VIAV,Viavi Solutions Inc. Common Stock,Information Technology,SEMICONDUCTORS & RELATED DEVICES,4008651471.72,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
VICI,VICI Properties Inc. Common Stock,Financials,REAL ESTATE INVESTMENT TRUSTS,30813831825.93,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
VIK,Viking Holdings Ltd,Industrials,,29495649245.94,,,Other
VINP,Vinci Compass Investments Ltd. Class A Common Shares,Industrials,,770319946.62,,,Other
VIOT,"Viomi Technology Co., Ltd American Depositary Shares",Industrials,,176025392.48,,,Other
VIPS,Vipshop Holdings Limited,Industrials,,9741680000.0,,,Other
VIRC,Virco Mfg. Corporation,Consumer Discretionary,PUBLIC BLDG & RELATED FURNITURE,109382318.54,2531.0,PUBLIC BLDG & RELATED FURNITURE,Other
VIRT,"Virtu Financial, Inc. Class A",Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",3000602884.0200005,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other
VIST,Vista Energy S.A.B. de C.V.,Industrials,,5059563674.36,,,Other
VITL,"Vital Farms, Inc. Common Stock",Consumer Staples,FOOD AND KINDRED PRODUCTS,1438157582.4,2000.0,FOOD AND KINDRED PRODUCTS,Other
VIV,"Telefonica Brasil, S.A. American Depositary Shares (each representing two (2) Common Shares)",Industrials,,20944444000.82,,,Other
VIVK,"Vivakor, Inc. Common Stock",Industrials,REFUSE SYSTEMS,20570443.558,4953.0,REFUSE SYSTEMS,Other
VIVS,"VivoSim Labs, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",5711436.78,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
VKI,Invesco Advantage Municipal Income Trust II,Industrials,,387664554.6,,,Other
VKQ,Invesco Municipal Trust,Industrials,,528454168.25000006,,,Other
VKTX,"Viking Therapeutics, Inc",Health Care,PHARMACEUTICAL PREPARATIONS,4099828196.8800006,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VLGEA,Village Super Market,Consumer Discretionary,RETAIL-GROCERY STORES,510209572.6,5411.0,RETAIL-GROCERY STORES,Other
VLN,Valens Semiconductor Ltd.,Industrials,,160713860.12,,,Other
VLO,Valero Energy Corporation,Energy,PETROLEUM REFINING,53215014269.33,2911.0,PETROLEUM REFINING,Other
VLRS,"CONTROLADORA VUELA COMPAÑÍA DE AVIACIÓN, S.A.B. DE C.V.",Industrials,,831875905.88,,,Other
VLT,Invesco  High Income Trust II,Industrials,,72388132.18,,,Other
VLTO,Veralto Corporation,Utilities,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,25145072128.15,3825.0,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Other
VLY,Valley National Bancorp,Financials,NATIONAL COMMERCIAL BANKS,6329163583.3,6021.0,NATIONAL COMMERCIAL BANKS,Banks
VLYPN,"Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series C",Financials,NATIONAL COMMERCIAL BANKS,,6021.0,NATIONAL COMMERCIAL BANKS,Banks
VLYPO,"Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series B",Financials,NATIONAL COMMERCIAL BANKS,,6021.0,NATIONAL COMMERCIAL BANKS,Banks
VLYPP,"Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A",Financials,NATIONAL COMMERCIAL BANKS,,6021.0,NATIONAL COMMERCIAL BANKS,Banks
VMC,Vulcan Materials Company(Holding Company),Materials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),38989187447.4,1400.0,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Other
VMD,"Viemed Healthcare, Inc. Common Shares",Health Care,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",261563200.16,8090.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Other
VMEO,,Industrials,,,,,Other
VMI,"Valmont Industries, Inc.",Materials,FABRICATED STRUCTURAL METAL PRODUCTS,8074882026.099999,3440.0,FABRICATED STRUCTURAL METAL PRODUCTS,Other
VMO,Invesco Municipal Opportunity Trust,Industrials,,647430576.0,,,Other
VNCE,Vince Holding Corp. Common Stock,Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,32161999.04,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other
VNDA,Vanda Pharmaceuticals Inc.,Health Care,PHARMACEUTICAL PREPARATIONS,313212139.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VNET,"VNET Group, Inc. American Depositary Shares",Industrials,,2397020777.91,,,Other
VNME,Vendome Acquisition Corporation I Class A Ordinary Shares,Industrials,BLANK CHECKS,251250000.00000003,6770.0,BLANK CHECKS,Banks
VNO,Vornado Realty Trust,Financials,REAL ESTATE INVESTMENT TRUSTS,7071458914.24,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
VNOM,"Viper Energy, Inc. Class A Common Stock",Energy,CRUDE PETROLEUM & NATURAL GAS,6071936901.099999,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
VNRX,VolitionRX Limited Common Stock,Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,38228129.3636,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other
VNT,Vontier Corporation,Industrials,TOTALIZING FLUID METERS & COUNTING DEVICES,5182972000.0,3824.0,TOTALIZING FLUID METERS & COUNTING DEVICES,Other
VNTG,Vantage Corp,Industrials,,29042986.25,,,Other
VOC,VOC ENERGY TRUST,Energy,CRUDE PETROLEUM & NATURAL GAS,47430000.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
VOD,Vodafone Group PLC,Industrials,,29680452122.88,,,Other
VOYA,"VOYA FINANCIAL, INC.",Financials,LIFE INSURANCE,6724212209.839999,6311.0,LIFE INSURANCE,Other
VOYG,"Voyager Technologies, Inc.",Industrials,GUIDED MISSILES & SPACE VEHICLES & PARTS,1284476688.0,3760.0,GUIDED MISSILES & SPACE VEHICLES & PARTS,Other
VPG,"Vishay Precision Group, Inc.",Information Technology,ELECTRONIC COMPONENTS & ACCESSORIES,452152810.2,3670.0,ELECTRONIC COMPONENTS & ACCESSORIES,Other
VPV,Invesco  Pennsylvania Value Municipal Income Trust,Industrials,,187300215.84,,,Other
VRA,"Vera Bradley, Inc.",Industrials,LEATHER & LEATHER PRODUCTS,80457183.36,3100.0,LEATHER & LEATHER PRODUCTS,Other
VRAX,Virax Biolabs Group Limited Ordinary Shares,Industrials,,1743729.5296,,,Other
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,63678134.85,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VRDN,"Viridian Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,3025070041.76,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VRE,"Veris Residential, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,1406066943.75,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
VREX,Varex Imaging Corporation Common Stock,Information Technology,"ELECTRONIC COMPONENTS, NEC",482349505.04,3679.0,"ELECTRONIC COMPONENTS, NEC",Other
VRM,"Vroom, Inc. Common Stock",Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,100976620.4,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other
VRME,"VerifyMe, Inc. Common Stock",Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,9247763.2008,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other
VRNS,"Varonis Systems, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,3813977913.8,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
VRNT,Verint Systems Inc,Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,1242795451.1,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other
VRRM,Verra Mobility Corporation Class A Common Stock,Industrials,TRANSPORTATION SERVICES,3484887522.48,4700.0,TRANSPORTATION SERVICES,Other
VRSK,"Verisk Analytics, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,31204124697.3,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
VRSN,VeriSign Inc,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,23422509000.0,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software
VRT,Vertiv Holdings Co Class A Common Stock,Information Technology,"ELECTRONIC COMPONENTS, NEC",65769836602.26,3679.0,"ELECTRONIC COMPONENTS, NEC",Other
VRTS,"Virtus Investment Partners, Inc.",Financials,INVESTMENT ADVICE,1082393401.25,6282.0,INVESTMENT ADVICE,Asset Management & Custody
VRTX,Vertex Pharmaceuticals Inc,Health Care,PHARMACEUTICAL PREPARATIONS,109649667193.27,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VS,Versus Systems Inc. Common Stock,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7156448.42,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
VSA,VisionSys AI Inc American Depositary Shares,Industrials,,6925138.7898,,,Other
VSAT,Viasat Inc,Industrials,"COMMUNICATIONS SERVICES, NEC",4716654564.16,4899.0,"COMMUNICATIONS SERVICES, NEC",Other
VSCO,Victorias Secret & Co.,Consumer Discretionary,RETAIL-WOMEN'S CLOTHING STORES,3221810652.15,5621.0,RETAIL-WOMEN'S CLOTHING STORES,Other
VSEC,VSE Corp,Industrials,SERVICES-ENGINEERING SERVICES,4225106930.66,8711.0,SERVICES-ENGINEERING SERVICES,Other
VSEE,"VSee Health, Inc. Common Stock",Health Care,SERVICES-HEALTH SERVICES,17436465.0,8000.0,SERVICES-HEALTH SERVICES,Health Care Providers & Services
VSH,"Vishay Intertechnology, Inc.",Information Technology,ELECTRONIC COMPONENTS & ACCESSORIES,1827731564.6,3670.0,ELECTRONIC COMPONENTS & ACCESSORIES,Other
VSME,VS Media Holdings Limited Class A Ordinary Shares,Industrials,,8059055.8314,,,Other
VSOL,VanEck Solana ETF Shares of Beneficial Interest,Industrials,,,,,Other
VST,Vistra Corp.,Utilities,ELECTRIC SERVICES,59904346632.00001,4911.0,ELECTRIC SERVICES,Other
VSTA,Vasta Platform Limited Class A Ordinary Shares,Industrials,,397206059.9,,,Other
VSTD,Vestand Inc. Class A Common Stock,Consumer Discretionary,RETAIL-EATING PLACES,8353315.997999999,5812.0,RETAIL-EATING PLACES,Other
VSTM,"Verastem, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,800649474.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VSTS,Vestis Corporation,Industrials,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,849049052.6,5190.0,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,Other
VTAK,"Catheter Precision, Inc.",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3420168.7499999995,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
VTEX,VTEX,Industrials,,728510939.4999999,,,Other
VTGN,"Vistagen Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,179309347.54,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
VTLE,"Vital Energy, Inc.",Energy,CRUDE PETROLEUM & NATURAL GAS,677074160.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
VTMX,"Corporacion Inmobiliaria Vesta, S.A.B de C.V., American Depositary Shares, each representing ten (10) Common Shares",Industrials,,2649728156.76,,,Other
VTN,Invesco  Trust for Investment Grade New York Municipals,Industrials,,166902945.98,,,Other
