symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
LRCX,Lam Research Corp,Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",194860494200.0,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other,204406322200.0
ISRG,Intuitive Surgical Inc.,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",203562279998.79,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other,200960278822.97
PEP,"PepsiCo, Inc.",Consumer Staples,BEVERAGES,202338991253.56,2080.0,BEVERAGES,Other,199125741966.86
C,Citigroup Inc.,Financials,NATIONAL COMMERCIAL BANKS,183399781297.5,6021.0,NATIONAL COMMERCIAL BANKS,Banks,194886870038.28
INTC,Intel Corp,Information Technology,SEMICONDUCTORS & RELATED DEVICES,175583700000.0,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,192231000000.0
DIS,The Walt Disney Company,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,184652425341.78,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other,192150638494.97998
QCOM,Qualcomm Inc,Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,176864940000.0,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other,187757010000.0
LIN,Linde plc Ordinary Share,Materials,INDUSTRIAL INORGANIC CHEMICALS,190468468547.0,2810.0,INDUSTRIAL INORGANIC CHEMICALS,Other,181820574363.4
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Industrials,,179949427588.80002,,,Other,180976606631.92
HDB,HDFC Bank Limited,Industrials,,187786611041.04,,,Other,180282562428.84
T,AT&T Inc.,Communication Services,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),183049585960.9,4813.0,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),Other,176101925455.8
AMGN,Amgen Inc,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",185544284806.47,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,172976145945.33002
APH,Amphenol Corporation,Information Technology,ELECTRONIC CONNECTORS,169800980069.76,3678.0,ELECTRONIC CONNECTORS,Other,171441214450.48
TJX,"TJX Companies, Inc. (The)",Consumer Discretionary,RETAIL-FAMILY CLOTHING STORES,170424310787.5,5651.0,RETAIL-FAMILY CLOTHING STORES,Other,170701001843.4
GEV,GE Vernova Inc.,Information Technology,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),160003101081.48,3600.0,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),Other,168734193452.1
NEE,"NextEra Energy, Inc.",Utilities,ELECTRIC SERVICES,178146432369.36002,4911.0,ELECTRIC SERVICES,Other,167754210046.19998
PDD,PDD Holdings Inc. American Depositary Shares,Industrials,,164395060299.6,,,Other,166978816860.44
BKNG,Booking Holdings Inc. Common Stock,Industrials,TRANSPORTATION SERVICES,158327664207.75,4700.0,TRANSPORTATION SERVICES,Other,166887031442.85
ACN,Accenture PLC,Industrials,"SERVICES-BUSINESS SERVICES, NEC",153701424382.19998,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,165267014718.0
BLK,"Blackrock, Inc.",Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",161366254414.53998,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other,164773368376.18
TXN,Texas Instruments Incorporated,Information Technology,SEMICONDUCTORS & RELATED DEVICES,150240816357.0,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,164406249238.8
SONY,Sony Group Corporation American Depositary Shares (Each Representing One Share of Dollar Validated Common Stock),Industrials,,173486915237.4,,,Other,164293400277.75
ANET,Arista Networks,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,160747739185.5,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other,162586295387.7
SAN,Banco Santander S.A.,Industrials,,157367664000.0,,,Other,162049326652.26
KLAC,KLA Corporation Common Stock,Industrials,OPTICAL INSTRUMENTS & LENSES,152292917205.66,3827.0,OPTICAL INSTRUMENTS & LENSES,Other,160901743191.41998
BA,Boeing Company,Industrials,AIRCRAFT,142077044878.56,3721.0,AIRCRAFT,Other,156784892184.36002
GILD,Gilead Sciences Inc,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",158199058728.73,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,150357963511.37
SPGI,S&P Global Inc.,Financials,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",150070708000.0,7320.0,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",Other,149007880000.0
TD,Toronto Dominion Bank,Industrials,,142449101760.0,,,Other,148895238855.65
ARM,Arm Holdings plc American Depositary Shares,Industrials,,140699020235.09003,,,Other,148306379974.82
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Industrials,,139346127785.76,,,Other,148131433947.18002
COF,Capital One Financial,Financials,NATIONAL COMMERCIAL BANKS,138252987079.35,6021.0,NATIONAL COMMERCIAL BANKS,Banks,146593811976.95
PFE,Pfizer Inc.,Health Care,PHARMACEUTICAL PREPARATIONS,146179541161.92,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,146520683615.04
ADBE,Adobe Inc.,Information Technology,SERVICES-PREPACKAGED SOFTWARE,132913872000.0,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,141955632000.0
TTE,TotalEnergies SE,Industrials,,141235421942.16,,,Other,141409344426.80002
UNP,Union Pacific Corp.,Industrials,"RAILROADS, LINE-HAUL OPERATING",136818490656.74,4011.0,"RAILROADS, LINE-HAUL OPERATING",Other,139653799706.16
BSX,Boston Scientific Corp.,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,149667348257.44,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,139112360939.76
WELL,Welltower Inc.,Financials,REAL ESTATE INVESTMENT TRUSTS,141555158868.75,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,137869577277.84
ADI,"Analog Devices, Inc.",Information Technology,SEMICONDUCTORS & RELATED DEVICES,126291584698.24,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,136677148095.61
SYK,Stryker Corporation,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,142372499913.92,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,135225001932.8
ETN,"Eaton Corporation, plc Ordinary Shares",Industrials,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,132712396000.0,3590.0,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,Other,133372676000.0
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,125864040915.6,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,129878595303.60002
MDT,Medtronic plc,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,134637132124.16,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other,129816758702.08
UBS,UBS Group AG,Industrials,,118866853790.99998,,,Other,128113789066.2
DE,Deere & Company,Industrials,FARM MACHINERY & EQUIPMENT,127019671419.04,3523.0,FARM MACHINERY & EQUIPMENT,Other,126068111959.20001
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Industrials,,123094000761.5,,,Other,124835968879.44
BTI,"British American Tobacco p.l.c. American Depositary Shares, American Depositary Shares, each representing one Ordinary Share",Industrials,,125721213735.93,,,Other,124819198732.25
HOOD,"Robinhood Markets, Inc. Class A Common Stock",Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",115276013005.8,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other,122676337397.67001
HON,"Honeywell International, Inc.",Industrials,AIRCRAFT ENGINES & ENGINE PARTS,120622220647.92,3724.0,AIRCRAFT ENGINES & ENGINE PARTS,Other,121891995063.92
UL,Unilever plc,Industrials,,147603610704.2,,,Other,120525416701.9
SMFG,"Sumitomo Mitsui Financial Group, Inc American Depositary Shares (each representing 3/5th of a share of common stock)",Industrials,,114375574117.6,,,Other,120175887830.46
RIO,Rio Tinto plc,Industrials,,117318965235.2,,,Other,118652131131.48
BUD,Anheuser-Busch INBEV SA/NV,Industrials,,120587764469.05,,,Other,117905826346.62
SPOT,Spotify Technology S.A.,Industrials,,122031323750.35,,,Other,117843439485.25
SNY,Sanofi American Depositary Shares (Each representing one-half of one ordinary share),Industrials,,121522645565.42,,,Other,117660542698.15999
PLD,"PROLOGIS, INC.",Financials,REAL ESTATE INVESTMENT TRUSTS,119043594720.0,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,117659582890.0
BX,Blackstone Inc.,Financials,INVESTMENT ADVICE,112076280425.99998,6282.0,INVESTMENT ADVICE,Asset Management & Custody,117064494673.5
CB,Chubb Limited,Financials,"FIRE, MARINE & CASUALTY INSURANCE",117238800896.1,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other,116975121820.57
SCCO,Southern Copper Corporation,Materials,METAL MINING,108964269043.8,1000.0,METAL MINING,Other,115525223678.4
COP,ConocoPhillips,Energy,PETROLEUM REFINING,107618702392.5,2911.0,PETROLEUM REFINING,Other,114773511060.0
VRTX,Vertex Pharmaceuticals Inc,Health Care,PHARMACEUTICAL PREPARATIONS,109649667193.27,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,112153872055.24
CEG,Constellation Energy Corporation Common Stock,Utilities,ELECTRIC SERVICES,112140244827.2,4911.0,ELECTRIC SERVICES,Other,111696792913.6
PH,Parker-Hannifin Corporation,Materials,MISCELLANEOUS FABRICATED METAL PRODUCTS,108708579321.51,3490.0,MISCELLANEOUS FABRICATED METAL PRODUCTS,Other,111002653509.33
HCA,"HCA Healthcare, Inc.",Health Care,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",117465091964.0,8062.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",Health Care Providers & Services,110708270585.0
IBN,ICICI Bank Limited,Industrials,,110839030409.94,,,Other,108526933686.59999
LMT,Lockheed Martin Corp.,Industrials,GUIDED MISSILES & SPACE VEHICLES & PARTS,105091623031.36,3760.0,GUIDED MISSILES & SPACE VEHICLES & PARTS,Other,107687906302.48
MELI,"Mercado Libre, Inc",Industrials,"SERVICES-BUSINESS SERVICES, NEC",103083594104.24,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,105873967001.52
ENB,"Enbridge, Inc",Energy,PIPE LINES (NO NATURAL GAS),104788480448.52,4610.0,PIPE LINES (NO NATURAL GAS),Other,105198770000.0
BMY,Bristol-Myers Squibb Co.,Health Care,PHARMACEUTICAL PREPARATIONS,100260836579.75,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,105187358905.09
ADP,Automatic Data Processing,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,102863449061.52,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,104626845585.36
BN,Brookfield Corporation,Industrials,,104575297474.53,,,Other,104238609459.48
MCK,McKesson Corporation,Industrials,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",109073364871.5,5122.0,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",Pharmaceuticals,98485826834.5
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),Industrials,,96952820583.5,,,Other,97828724302.38
MO,"Altria Group, Inc.",Consumer Staples,CIGARETTES,98521233386.88,2111.0,CIGARETTES,Other,97547603886.72
CME,CME Group Inc.,Industrials,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",101281661612.95,6200.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",Other,97513393859.70001
DASH,"DoorDash, Inc. Class A Common Stock",Industrials,"SERVICES-BUSINESS SERVICES, NEC",84467089753.62,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,97159996138.17
CVS,CVS HEALTH CORPORATION,Consumer Discretionary,RETAIL-DRUG STORES AND PROPRIETARY STORES,101376878252.1,5912.0,RETAIL-DRUG STORES AND PROPRIETARY STORES,Pharmaceuticals,97149668077.05
NEM,Newmont Corporation,Materials,GOLD AND SILVER ORES,98781125040.12,1040.0,GOLD AND SILVER ORES,Other,97122405309.0
CMCSA,Comcast Corp,Communication Services,CABLE & OTHER PAY TELEVISION SERVICES,96818276997.85,4841.0,CABLE & OTHER PAY TELEVISION SERVICES,Other,97109788558.25
SBUX,Starbucks Corp,Consumer Discretionary,RETAIL-EATING & DRINKING PLACES,98586570000.0,5810.0,RETAIL-EATING & DRINKING PLACES,Other,94845511000.0
SO,The Southern Company,Utilities,ELECTRIC SERVICES,99363701032.32,4911.0,ELECTRIC SERVICES,Other,94210530367.08
DELL,Dell Technologies Inc.,Information Technology,ELECTRONIC COMPUTERS,89310876386.57999,3571.0,ELECTRONIC COMPUTERS,Other,94102807695.03
NKE,"Nike, Inc.",Materials,RUBBER & PLASTICS FOOTWEAR,95092693681.79,3021.0,RUBBER & PLASTICS FOOTWEAR,Other,93924914605.02
CDNS,Cadence Design Systems,Information Technology,SERVICES-PREPACKAGED SOFTWARE,83388776350.0,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,91810675290.0
BP,BP p.l.c.,Industrials,,91752121538.85,,,Other,91314561706.76001
GD,General Dynamics Corporation,Industrials,SHIP & BOAT BUILDING & REPAIRING,91851755097.68,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other,90763169716.42
MFG,"Mizuho Financial Group, Inc. American Depositary Shares (Each representing one-fifth of an Ordinary Share)",Industrials,,88111292773.8,,,Other,90257981049.6
BMO,Bank of Montreal,Financials,"COMMERCIAL BANKS, NEC",89846358161.1,6029.0,"COMMERCIAL BANKS, NEC",Banks,89726191791.03
DUK,Duke Energy Corporation,Utilities,ELECTRIC & OTHER SERVICES COMBINED,95986724878.32,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other,89602126229.28
ICE,Intercontinental Exchange  Inc.,Industrials,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",89113211049.65,6200.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",Other,89535143202.55
MMC,"Marsh & McLennan Companies, Inc.",Financials,"INSURANCE AGENTS, BROKERS & SERVICE",89506499084.09999,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other,88967598432.8
SNPS,Synopsys Inc,Information Technology,SERVICES-PREPACKAGED SOFTWARE,76097516354.64,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,88758159142.5
BNS,Bank of Nova Scotia,Financials,STATE COMMERCIAL BANKS,85692486822.03,6022.0,STATE COMMERCIAL BANKS,Banks,88643121414.6
TT,Trane Technologies plc,Consumer Discretionary,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,93050555638.56,3822.0,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,Other,88090254119.08
MMM,3M Company,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,90733238198.4,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,87099658870.08
MCO,Moody's Corporation,Financials,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",86903992000.0,7320.0,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",Other,86903992000.0
NTES,"NetEase, inc.",Industrials,,87121751895.56,,,Other,86659517148.24
AMT,American Tower Corporation,Financials,REAL ESTATE INVESTMENT TRUSTS,84846893952.52,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,85764461333.59999
BAM,Brookfield Asset Management Ltd.,Financials,INVESTMENT ADVICE,83871228571.66,6282.0,INVESTMENT ADVICE,Asset Management & Custody,85675257302.22
CRH,CRH Public Limited Company,Industrials,"CEMENT, HYDRAULIC",80097141111.12,3241.0,"CEMENT, HYDRAULIC",Other,84705243046.92
WM,"Waste Management, Inc.",Industrials,REFUSE SYSTEMS,87563153534.84999,4953.0,REFUSE SYSTEMS,Other,84694740131.73
CM,Canadian Imperial Bank of Commerce,Industrials,,79645352567.76001,,,Other,83598808151.56
ORLY,"O'Reilly Automotive, Inc.",Consumer Discretionary,RETAIL-AUTO & HOME SUPPLY STORES,85685006378.92,5531.0,RETAIL-AUTO & HOME SUPPLY STORES,Other,82815052466.12
AEM,Agnico Eagle Mines Ltd.,Industrials,,86864096157.24,,,Other,82697109692.64
UPS,"United Parcel Service, Inc. Class B",Industrials,TRUCKING & COURIER SERVICES (NO AIR),81165050256.33,4210.0,TRUCKING & COURIER SERVICES (NO AIR),Other,81063243984.45
ITUB,Itau Unibanco Holding S.A. American Depositary Shares,Industrials,,82110228345.94,,,Other,81042135714.65001
BCS,Barclays PLC,Industrials,,77718737454.66,,,Other,80703093896.08
USB,U.S. Bancorp,Financials,NATIONAL COMMERCIAL BANKS,76089547579.65001,6021.0,NATIONAL COMMERCIAL BANKS,Banks,79913455384.47
BK,Bank of New York Mellon Corporation,Financials,STATE COMMERCIAL BANKS,77677718922.36,6022.0,STATE COMMERCIAL BANKS,Banks,79804633750.56
APO,"Apollo Global Management, Inc.",Financials,INVESTMENT ADVICE,75611648584.71,6282.0,INVESTMENT ADVICE,Asset Management & Custody,79738453078.73999
NOC,Northrop Grumman Corp.,Industrials,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",80937977196.37,3812.0,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",Other,79004120288.51999
MRVL,"Marvell Technology, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,75623412000.0,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,78025200000.0
HWM,Howmet Aerospace Inc.,Materials,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,82363575000.0,3350.0,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,Other,77940100000.0
PNC,PNC Financial Services Group,Financials,NATIONAL COMMERCIAL BANKS,75247363577.88,6021.0,NATIONAL COMMERCIAL BANKS,Banks,77510117840.15001
ING,ING Groep N.V. American Depositary Shares,Industrials,,75248949266.37,,,Other,77176697721.12
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",Industrials,,79484596338.84,,,Other,75944317133.52
TDG,TransDigm Group Incorporated,Industrials,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",76312244505.84,3728.0,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",Other,75870706807.28
WMB,Williams Companies Inc.,Energy,NATURAL GAS TRANSMISSION,73541800170.74,4922.0,NATURAL GAS TRANSMISSION,Other,75654508810.65001
NGG,National Grid PLC,Industrials,,74929149971.91,,,Other,74750635237.41
LYG,Lloyds Banking Group PLC,Industrials,,73234171934.70001,,,Other,74629143451.6
ABNB,"Airbnb, Inc. Class A Common Stock",Industrials,SERVICES-TO DWELLINGS & OTHER BUILDINGS,70785270515.44,7340.0,SERVICES-TO DWELLINGS & OTHER BUILDINGS,Other,73980733729.56
COIN,"Coinbase Global, Inc. Class A Common Stock",Financials,FINANCE SERVICES,71447521395.58,6199.0,FINANCE SERVICES,Other,73936333798.8
REGN,Regeneron Pharmaceuticals Inc,Health Care,PHARMACEUTICAL PREPARATIONS,82462090449.04001,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,73912249052.64
AON,Aon plc Class A,Financials,"INSURANCE AGENTS, BROKERS & SERVICE",75788323791.65001,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other,73806620648.34999
CTAS,Cintas Corp,Industrials,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",74184588758.8,2320.0,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",Other,73533564740.44
ELV,"Elevance Health, Inc.",Health Care,HOSPITAL & MEDICAL SERVICE PLANS,75232266050.76,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,Health Care Providers & Services,73474357435.43001
INFY,Infosys Limited American Depositary Shares,Industrials,,72215184964.52,,,Other,73458844866.31999
ECL,"Ecolab, Inc.",Consumer Staples,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",77886972218.47,2840.0,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",Other,72834048168.95
EQIX,"Equinix, Inc. Common Stock REIT",Financials,REAL ESTATE INVESTMENT TRUSTS,73679814791.98,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,72650824694.54
MNST,Monster Beverage Corporation,Utilities,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,73315672048.64,2086.0,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,Other,72240948711.04
NET,"Cloudflare, Inc. Class A common stock, par value $0.001 per share",Information Technology,SERVICES-PREPACKAGED SOFTWARE,69001886693.35,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,72108880626.90001
RELX,RELX PLC,Industrials,,73074301872.88,,,Other,71797195595.15999
CNQ,Canadian Natural Resources Limited,Industrials,,69409125240.0,,,Other,70971455490.0
VRT,Vertiv Holdings Co Class A Common Stock,Information Technology,"ELECTRONIC COMPONENTS, NEC",65769836602.26,3679.0,"ELECTRONIC COMPONENTS, NEC",Other,70965814275.93001
EPD,Enterprise Products Partners L.P.,Energy,NATURAL GAS TRANSMISSION,70372833756.5,4922.0,NATURAL GAS TRANSMISSION,Other,70762231545.5
MDLZ,"Mondelez International, Inc. Class A",Consumer Staples,FOOD AND KINDRED PRODUCTS,73821409327.32,2000.0,FOOD AND KINDRED PRODUCTS,Other,70660031021.92
GM,General Motors Company,Consumer Discretionary,MOTOR VEHICLES & PASSENGER CAR BODIES,67921631471.43,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,Other,70626929250.12999
DB,Deutsche Bank Aktiengesellschaft,Industrials,,68339904359.8,,,Other,70554980177.55
CI,The Cigna Group,Health Care,HOSPITAL & MEDICAL SERVICE PLANS,74354470883.6,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,Health Care Providers & Services,70398337548.64
JCI,Johnson Controls International plc,Industrials,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,71068965319.95,3585.0,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,Other,70268377611.90001
CMI,Cummins Inc.,Industrials,ENGINES & TURBINES,68619201728.83,3510.0,ENGINES & TURBINES,Other,70081005648.09999
RCL,Royal Caribbean Group,Utilities,WATER TRANSPORTATION,72462563790.12,4400.0,WATER TRANSPORTATION,Other,68835481262.52
TEL,TE Connectivity plc,Information Technology,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",66113149253.58,5065.0,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",Other,68834399779.08
RBLX,Roblox Corporation,Information Technology,SERVICES-PREPACKAGED SOFTWARE,65089552356.84,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,68536006601.12
RACE,Ferrari N.V.,Industrials,,67878124710.0,,,Other,67902648894.600006
CSX,CSX Corporation,Industrials,"RAILROADS, LINE-HAUL OPERATING",65733434546.8,4011.0,"RAILROADS, LINE-HAUL OPERATING",Other,67688678350.600006
B,Barrick Mining Corporation,Industrials,,69151042451.4,,,Other,67531105878.600006
WBD,"Warner Bros. Discovery, Inc. Series A Common Stock",Communication Services,CABLE & OTHER PAY TELEVISION SERVICES,59174031274.92,4841.0,CABLE & OTHER PAY TELEVISION SERVICES,Other,67475245880.07
CP,Canadian Pacific Kansas City Limited,Industrials,"RAILROADS, LINE-HAUL OPERATING",64940924668.32,4011.0,"RAILROADS, LINE-HAUL OPERATING",Other,66769612101.76
NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",Industrials,,65552615168.03999,,,Other,66068140176.36
NSC,Norfolk Southern Corp.,Industrials,"RAILROADS, LINE-HAUL OPERATING",65078850528.51,4011.0,"RAILROADS, LINE-HAUL OPERATING",Other,65745278781.0
RSG,Republic Services Inc.,Industrials,REFUSE SYSTEMS,67289839514.630005,4953.0,REFUSE SYSTEMS,Other,65454127372.56
FDX,FedEx Corporation,Industrials,AIR COURIER SERVICES,65083594807.63,4513.0,AIR COURIER SERVICES,Other,65274718731.03999
AMX,America Movil S.A.B de C.V American Depositary Shares (each representing the right to receive twenty (20) Series B Shares),Industrials,,69049683000.0,,,Other,64669873125.0
FCX,Freeport-McMoran Inc.,Materials,METAL MINING,60524477319.0,1000.0,METAL MINING,Other,64616879700.0
ADSK,Autodesk Inc,Information Technology,SERVICES-PREPACKAGED SOFTWARE,63892560000.0,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,63894680000.0
CVNA,Carvana Co.,Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,50534749554.69,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other,63354762000.14
HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,HOTELS & MOTELS,66422997387.81999,7011.0,HOTELS & MOTELS,Other,62715656490.119995
AZO,"AutoZone, Inc.",Consumer Discretionary,RETAIL-AUTO & HOME SUPPLY STORES,65997575150.85,5531.0,RETAIL-AUTO & HOME SUPPLY STORES,Other,62654576214.48
TRV,"The Travelers Companies, Inc.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",65696637574.84,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other,62428758515.79
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Information Technology,COMPUTER STORAGE DEVICES,59322202863.12,3572.0,COMPUTER STORAGE DEVICES,Other,62182862932.14001
FTNT,"Fortinet, Inc.",Information Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",59900854616.1,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Other,62116925960.06
MSI,"Motorola Solutions, Inc. New",Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,61542071761.0,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other,61860191807.18001
AEP,"American Electric Power Company, Inc.",Utilities,ELECTRIC SERVICES,65544080721.6,4911.0,ELECTRIC SERVICES,Other,61810759956.9
CL,Colgate-Palmolive Company,Energy,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",64517437957.68001,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",Other,61349602735.62
AJG,Arthur J. Gallagher & Co.,Financials,"INSURANCE AGENTS, BROKERS & SERVICE",63821178600.0,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other,61081069250.0
TFC,Truist Financial Corporation,Financials,NATIONAL COMMERCIAL BANKS,59152349420.64,6021.0,NATIONAL COMMERCIAL BANKS,Banks,61020049034.700005
KMI,"Kinder Morgan, Inc.",Energy,NATURAL GAS TRANSMISSION,59957292510.5,4922.0,NATURAL GAS TRANSMISSION,Other,60713711043.1
CNI,Canadian National Railway,Industrials,,57863155000.0,,,Other,60472875000.0
